AirName,AircraftModel,Comments,DateFlown,EntertainmentRating,FoodRating,GroundServiceRating,OverallScore,Recommended,ReviewDate,ReviewTitle,ReviewrCountry,Route,SeatComfortRating,SeatType,ServiceRating,TravelType,ValueRating,WifiRating
British Airways,,,,1,4,0,9,yes,31st October 2014,British Airways customer review, (United Kingdom) ,,4,Economy Class,5,,4,0
British Airways,,,,3,1,0,2,,31st October 2014,British Airways customer review, (United Kingdom) ,,3,Business Class,2,,2,0
British Airways,,,,5,5,0,9,yes,31st October 2014,British Airways customer review, (United Kingdom) ,,4,Business Class,5,,4,0
British Airways,,,,2,1,0,3,,31st October 2014,British Airways customer review, (United Kingdom) ,,3,Business Class,1,,1,0
British Airways,,,,3,2,0,1,,28th October 2014,British Airways customer review, (United Kingdom) ,,2,Economy Class,1,,2,0
British Airways,,,,3,5,0,9,yes,28th October 2014,British Airways customer review, (United Kingdom) ,,4,Business Class,5,,5,0
British Airways,,,,1,1,0,1,,28th October 2014,British Airways customer review, (United Kingdom) ,,1,Business Class,1,,1,0
British Airways,,,,2,3,0,4,,28th October 2014,British Airways customer review, (United Kingdom) ,,4,Business Class,2,,3,0
British Airways,,,,4,4,0,8,yes,28th October 2014,British Airways customer review, (United Kingdom) ,,4,Economy Class,4,,5,0
British Airways,,,,3,5,0,10,yes,28th October 2014,British Airways customer review, (United Kingdom) ,,5,Business Class,5,,5,0
British Airways,,,,4,4,0,9,yes,28th October 2014,British Airways customer review, (United Kingdom) ,,4,Premium Economy,5,,4,0
British Airways,,,,5,4,0,10,yes,28th October 2014,British Airways customer review, (United Kingdom) ,,5,Economy Class,5,,5,0
British Airways,,,,4,4,0,9,yes,28th October 2014,British Airways customer review, (United States) ,,5,Business Class,5,,4,0
British Airways,,,,1,4,0,9,yes,28th October 2014,British Airways customer review, (United States) ,,4,Economy Class,5,,4,0
British Airways,,,,3,2,0,1,,28th October 2014,British Airways customer review, (United States) ,,2,Economy Class,1,,2,0
British Airways,,,,3,5,0,9,yes,28th October 2014,British Airways customer review, (United States) ,,4,Business Class,5,,5,0
British Airways,,,,1,1,0,1,,28th October 2014,British Airways customer review, (United States) ,,1,Business Class,1,,1,0
British Airways,,,,2,3,0,4,,28th October 2014,British Airways customer review, (United States) ,,4,Business Class,2,,3,0
British Airways,,,,1,1,0,1,,22nd October 2014,British Airways customer review, (United States) ,,1,Business Class,1,,1,0
British Airways,,,,5,5,0,10,yes,22nd October 2014,British Airways customer review, (United States) ,,5,Premium Economy,5,,5,0
British Airways,,,,1,1,0,1,,22nd October 2014,British Airways customer review, (United States) ,,1,Business Class,1,,1,0
British Airways,,,,1,1,0,1,,22nd October 2014,British Airways customer review, (United States) ,,1,Business Class,1,,1,0
British Airways,,,,1,4,0,3,,22nd October 2014,British Airways customer review, (Norway) ,,4,Business Class,3,,3,0
British Airways,,,,1,4,0,3,,22nd October 2014,British Airways customer review, (Norway) ,,3,Business Class,2,,1,0
British Airways,,,,1,1,0,1,,22nd October 2014,British Airways customer review, (Norway) ,,1,Business Class,1,,1,0
British Airways,,,,5,5,0,10,yes,22nd October 2014,British Airways customer review, (Norway) ,,5,Premium Economy,5,,5,0
British Airways,,,,1,1,0,1,,22nd October 2014,British Airways customer review, (Norway) ,,1,Business Class,1,,1,0
British Airways,,,,1,1,0,1,,22nd October 2014,British Airways customer review, (Norway) ,,1,Business Class,1,,1,0
British Airways,,,,3,3,0,5,,22nd October 2014,British Airways customer review, (Norway) ,,2,Economy Class,2,,3,0
British Airways,,,,1,1,0,5,,22nd October 2014,British Airways customer review, (Norway) ,,2,Economy Class,3,,4,0
British Airways,,,,2,2,0,4,yes,20th October 2014,British Airways customer review, (Norway) ,,4,Business Class,1,,4,0
British Airways,,,,2,5,0,9,yes,20th October 2014,British Airways customer review, (Norway) ,,4,Business Class,5,,5,0
British Airways,,,,3,5,0,8,yes,20th October 2014,British Airways customer review, (United Kingdom) ,,2,Premium Economy,5,,2,0
British Airways,,,,3,3,0,4,,20th October 2014,British Airways customer review, (United Kingdom) ,,3,Business Class,2,,3,0
British Airways,,,,1,1,0,1,,20th October 2014,British Airways customer review, (United Kingdom) ,,1,Economy Class,1,,1,0
British Airways,,,,4,5,0,10,yes,20th October 2014,British Airways customer review, (United Kingdom) ,,3,Economy Class,5,,5,0
British Airways,,,,2,2,0,4,yes,20th October 2014,British Airways customer review, (United Kingdom) ,,4,Business Class,1,,4,0
British Airways,,,,1,3,0,8,yes,13th October 2014,British Airways customer review, (United Kingdom) ,,4,Economy Class,5,,3,0
British Airways,,,,4,2,0,2,,13th October 2014,British Airways customer review, (United Kingdom) ,,2,Economy Class,4,,1,0
British Airways,,,,3,1,0,4,,13th October 2014,British Airways customer review, (United Kingdom) ,,3,Economy Class,2,,2,0
British Airways,,,,1,1,0,2,,12th October 2014,British Airways customer review, (United Kingdom) ,,1,Business Class,1,,1,0
British Airways,,,,5,4,0,5,yes,12th October 2014,British Airways customer review, (United Kingdom) ,,1,Economy Class,5,,4,0
British Airways,,,,3,3,0,2,,12th October 2014,British Airways customer review, (United Kingdom) ,,1,Economy Class,3,,2,0
British Airways,,,,5,4,0,9,yes,12th October 2014,British Airways customer review, (United Kingdom) ,,4,Economy Class,5,,5,0
British Airways,,,,2,2,0,1,,12th October 2014,British Airways customer review, (United Kingdom) ,,3,Economy Class,1,,1,0
British Airways,,,,1,4,0,9,yes,12th October 2014,British Airways customer review, (United Kingdom) ,,5,Economy Class,5,,3,0
British Airways,,,,1,5,0,9,yes,12th October 2014,British Airways customer review, (United Kingdom) ,,5,Business Class,5,,5,0
British Airways,,,,4,4,0,7,yes,12th October 2014,British Airways customer review, (United Kingdom) ,,4,Business Class,5,,4,0
British Airways,,,,1,1,0,1,,12th October 2014,British Airways customer review, (United Kingdom) ,,1,Economy Class,1,,1,0
British Airways,,,,1,1,0,2,,12th October 2014,British Airways customer review, (United Kingdom) ,,2,Economy Class,1,,2,0
British Airways,,,,2,1,0,1,,12th October 2014,British Airways customer review, (United Kingdom) ,,1,Premium Economy,2,,1,0
British Airways,,,,5,5,0,8,yes,12th October 2014,British Airways customer review, (United Kingdom) ,,5,First Class,4,,3,0
British Airways,,,,2,4,0,10,yes,8th October 2014,British Airways customer review, (United Kingdom) ,,4,Business Class,4,,5,0
British Airways,,,,1,1,0,2,,8th October 2014,British Airways customer review, (United Kingdom) ,,2,Business Class,2,,2,0
British Airways,,,,2,1,0,2,,8th October 2014,British Airways customer review, (United Kingdom) ,,2,Economy Class,2,,1,0
British Airways,,,,1,1,0,1,,8th October 2014,British Airways customer review, (United Kingdom) ,,1,Economy Class,1,,1,0
British Airways,,,,1,1,0,1,,8th October 2014,British Airways customer review, (United Kingdom) ,,3,Economy Class,4,,3,0
British Airways,,,,1,1,0,1,,8th October 2014,British Airways customer review, (United Kingdom) ,,1,Economy Class,1,,1,0
British Airways,,,,4,4,0,8,yes,5th October 2014,British Airways customer review, (United Kingdom) ,,4,Economy Class,5,,4,0
British Airways,,,,1,3,0,1,,5th October 2014,British Airways customer review, (United Kingdom) ,,2,Business Class,3,,1,0
British Airways,,,,4,3,0,10,yes,5th October 2014,British Airways customer review, (United Kingdom) ,,4,Economy Class,5,,4,0
British Airways,,,,1,4,0,7,yes,5th October 2014,British Airways customer review, (United Kingdom) ,,3,Business Class,4,,3,0
British Airways,,,,2,4,0,6,,5th October 2014,British Airways customer review, (United States) ,,3,Business Class,5,,3,0
British Airways,,,,1,3,0,4,,5th October 2014,British Airways customer review, (United States) ,,2,Economy Class,2,,4,0
British Airways,,,,1,1,0,3,,5th October 2014,British Airways customer review, (United States) ,,2,Premium Economy,1,,2,0
British Airways,,,,1,1,0,1,,5th October 2014,British Airways customer review, (United States) ,,1,Business Class,2,,1,0
British Airways,,,,4,4,0,8,yes,5th October 2014,British Airways customer review, (United States) ,,4,Economy Class,5,,4,0
British Airways,,,,1,3,0,1,,5th October 2014,British Airways customer review, (United States) ,,2,Business Class,3,,1,0
British Airways,,,,5,5,0,9,yes,1st October 2014,British Airways customer review, (United States) ,,4,Economy Class,5,,4,0
British Airways,,,,4,4,0,8,yes,1st October 2014,British Airways customer review, (United States) ,,3,Business Class,4,,3,0
British Airways,,,,2,1,0,2,,1st October 2014,British Airways customer review, (United States) ,,1,Economy Class,2,,2,0
British Airways,,,,4,4,0,8,yes,1st October 2014,British Airways customer review, (United States) ,,4,Economy Class,4,,4,0
British Airways,,,,2,1,0,2,,1st October 2014,British Airways customer review, (United Kingdom) ,,1,Economy Class,2,,2,0
British Airways,,,,4,4,0,8,yes,1st October 2014,British Airways customer review, (United Kingdom) ,,4,Economy Class,4,,4,0
British Airways,,,,2,1,0,3,,1st October 2014,British Airways customer review, (United Kingdom) ,,3,Premium Economy,1,,2,0
British Airways,,,,2,4,0,7,yes,1st October 2014,British Airways customer review, (United Kingdom) ,,3,Premium Economy,4,,3,0
British Airways,,,,1,4,0,8,yes,28th September 2014,British Airways customer review, (United Kingdom) ,,3,Business Class,5,,4,0
British Airways,,,,4,3,0,10,yes,28th September 2014,British Airways customer review, (United Kingdom) ,,5,Business Class,5,,5,0
British Airways,,,,5,5,0,10,yes,28th September 2014,British Airways customer review, (United Kingdom) ,,5,Business Class,5,,5,0
British Airways,,,,4,4,0,9,yes,28th September 2014,British Airways customer review, (United Kingdom) ,,5,Business Class,5,,3,0
British Airways,,,,1,3,0,9,yes,28th September 2014,British Airways customer review, (United Kingdom) ,,3,Economy Class,4,,5,0
British Airways,,,,1,3,0,1,,28th September 2014,British Airways customer review, (United Kingdom) ,,3,Business Class,3,,1,0
British Airways,,,,1,3,0,7,yes,28th September 2014,British Airways customer review, (United Kingdom) ,,3,Economy Class,4,,4,0
British Airways,,,,1,1,0,2,,24th September 2014,British Airways customer review, (United Kingdom) ,,4,Business Class,2,,2,0
British Airways,,,,1,2,0,5,,24th September 2014,British Airways customer review, (United Kingdom) ,,2,Economy Class,2,,2,0
British Airways,,,,5,4,0,7,yes,24th September 2014,British Airways customer review, (United Kingdom) ,,3,Economy Class,5,,4,0
British Airways,,,,4,4,0,7,yes,22nd September 2014,British Airways customer review, (United Kingdom) ,,4,Business Class,5,,5,0
British Airways,,,,1,3,0,9,yes,22nd September 2014,British Airways customer review, (United Kingdom) ,,3,Economy Class,4,,4,0
British Airways,,,,4,3,0,1,,22nd September 2014,British Airways customer review, (United Kingdom) ,,3,Economy Class,4,,1,0
British Airways,,,,4,3,0,8,yes,22nd September 2014,British Airways customer review, (United Kingdom) ,,4,Economy Class,4,,4,0
British Airways,,,,1,5,0,9,yes,18th September 2014,British Airways customer review, (United Kingdom) ,,4,Business Class,5,,5,0
British Airways,,,,3,5,0,8,yes,18th September 2014,British Airways customer review, (United Kingdom) ,,3,Economy Class,5,,4,0
British Airways,,,,1,1,0,2,,18th September 2014,British Airways customer review, (United Kingdom) ,,1,Business Class,1,,1,0
British Airways,,,,1,5,0,8,yes,18th September 2014,British Airways customer review, (United Kingdom) ,,3,Business Class,5,,5,0
British Airways,,,,1,2,0,5,,18th September 2014,British Airways customer review, (United Kingdom) ,,4,Economy Class,3,,4,0
British Airways,,,,1,1,0,2,,18th September 2014,British Airways customer review, (United Kingdom) ,,3,Economy Class,5,,4,0
British Airways,,,,5,5,0,10,yes,17th September 2014,British Airways customer review, (United Kingdom) ,,5,Business Class,5,,5,0
British Airways,,,,5,4,0,10,yes,17th September 2014,British Airways customer review, (United Kingdom) ,,5,Business Class,5,,5,0
British Airways,,,,1,1,0,1,,17th September 2014,British Airways customer review, (United Kingdom) ,,1,Economy Class,1,,1,0
British Airways,,,,3,3,0,5,,17th September 2014,British Airways customer review, (United Kingdom) ,,2,Business Class,3,,3,0
British Airways,,,,1,3,0,1,,17th September 2014,British Airways customer review, (United Kingdom) ,,2,Economy Class,1,,1,0
British Airways,,,,1,3,0,9,yes,17th September 2014,British Airways customer review, (United Kingdom) ,,4,Economy Class,5,,5,0
British Airways,,,,5,5,0,7,yes,17th September 2014,British Airways customer review, (South Africa) ,,4,Economy Class,5,,4,0
British Airways,,,,5,4,0,9,yes,17th September 2014,British Airways customer review, (South Africa) ,,5,Premium Economy,4,,5,0
British Airways,,,,1,5,0,10,yes,14th September 2014,British Airways customer review, (South Africa) ,,5,Economy Class,5,,5,0
British Airways,,,,1,3,0,9,yes,14th September 2014,British Airways customer review, (South Africa) ,,4,Economy Class,4,,5,0
British Airways,,,,1,5,0,1,,14th September 2014,British Airways customer review, (South Africa) ,,1,Business Class,5,,1,0
British Airways,,,,2,1,0,1,,14th September 2014,British Airways customer review, (South Africa) ,,2,Premium Economy,1,,1,0
British Airways,,,,1,2,0,1,,14th September 2014,British Airways customer review, (South Africa) ,,1,Premium Economy,1,,1,0
British Airways,,,,3,3,0,7,yes,14th September 2014,British Airways customer review, (South Africa) ,,4,Economy Class,3,,4,0
British Airways,,,,3,2,0,2,,14th September 2014,British Airways customer review, (South Africa) ,,1,Business Class,2,,1,0
British Airways,,,,2,2,0,5,,9th September 2014,British Airways customer review, (South Africa) ,,4,Business Class,3,,3,0
British Airways,,,,2,1,0,1,,9th September 2014,British Airways customer review, (United Kingdom) ,,1,Economy Class,4,,1,0
British Airways,,,,3,5,0,8,yes,9th September 2014,British Airways customer review, (United Kingdom) ,,4,Business Class,5,,4,0
British Airways,,,,4,3,0,1,,9th September 2014,British Airways customer review, (United Kingdom) ,,2,Economy Class,1,,4,0
British Airways,,,,1,2,0,7,yes,9th September 2014,British Airways customer review, (United Kingdom) ,,3,Economy Class,5,,4,0
British Airways,,,,2,2,0,5,,9th September 2014,British Airways customer review, (United Kingdom) ,,4,Business Class,3,,3,0
British Airways,,,,4,4,0,4,,6th September 2014,British Airways customer review, (United Kingdom) ,,1,Economy Class,3,,2,0
British Airways,,,,4,4,0,9,yes,6th September 2014,British Airways customer review, (United Kingdom) ,,4,Business Class,4,,5,0
British Airways,,,,1,2,0,1,,6th September 2014,British Airways customer review, (United Kingdom) ,,1,Business Class,2,,1,0
British Airways,,,,4,2,0,6,yes,6th September 2014,British Airways customer review, (United Kingdom) ,,2,Business Class,5,,3,0
British Airways,,,,1,5,0,5,,6th September 2014,British Airways customer review, (United Kingdom) ,,4,Business Class,3,,1,0
British Airways,,,,4,4,0,4,,6th September 2014,British Airways customer review, (United Kingdom) ,,1,Economy Class,3,,2,0
British Airways,,,,4,4,0,9,yes,6th September 2014,British Airways customer review, (United Kingdom) ,,4,Business Class,4,,5,0
British Airways,,,,1,2,0,1,,6th September 2014,British Airways customer review, (United Kingdom) ,,1,Business Class,2,,1,0
British Airways,,,,4,2,0,6,yes,6th September 2014,British Airways customer review, (United Kingdom) ,,2,Business Class,5,,3,0
British Airways,,,,1,5,0,5,,6th September 2014,British Airways customer review, (United Kingdom) ,,4,Business Class,3,,1,0
British Airways,,,,1,1,0,1,,6th September 2014,British Airways customer review, (United Kingdom) ,,1,Business Class,1,,1,0
British Airways,,,,1,1,0,1,,6th September 2014,British Airways customer review, (United Kingdom) ,,2,Economy Class,1,,2,0
British Airways,,,,1,3,0,2,,1st September 2014,British Airways customer review, (United Kingdom) ,,2,Economy Class,3,,2,0
British Airways,,,,1,5,0,10,yes,1st September 2014,British Airways customer review, (United Kingdom) ,,5,Economy Class,5,,5,0
British Airways,,,,1,2,0,3,,1st September 2014,British Airways customer review, (United Kingdom) ,,1,Business Class,3,,1,0
British Airways,,,,1,1,0,1,,1st September 2014,British Airways customer review, (United Kingdom) ,,2,Business Class,2,,1,0
British Airways,,,,4,5,0,10,yes,1st September 2014,British Airways customer review, (United Kingdom) ,,5,Business Class,5,,5,0
British Airways,,,,3,4,0,7,yes,1st September 2014,British Airways customer review, (United Kingdom) ,,4,Business Class,4,,4,0
British Airways,,,,1,3,0,2,,1st September 2014,British Airways customer review, (United Kingdom) ,,2,Economy Class,3,,2,0
British Airways,,,,1,5,0,10,yes,1st September 2014,British Airways customer review, (United Kingdom) ,,5,Economy Class,5,,5,0
British Airways,,,,1,2,0,3,,1st September 2014,British Airways customer review, (United Kingdom) ,,1,Business Class,3,,1,0
British Airways,,,,5,2,0,9,yes,1st September 2014,British Airways customer review, (United Kingdom) ,,4,Economy Class,3,,4,0
British Airways,,,,3,1,0,3,,1st September 2014,British Airways customer review, (United Kingdom) ,,3,Economy Class,3,,3,0
British Airways,,,,5,5,0,10,yes,28th August 2014,British Airways customer review, (United Kingdom) ,,5,Economy Class,5,,5,0
British Airways,,,,2,4,0,8,yes,28th August 2014,British Airways customer review, (United Kingdom) ,,4,Economy Class,4,,4,0
British Airways,,,,0,5,0,10,yes,28th August 2014,British Airways customer review, (United Kingdom) ,,5,Economy Class,5,,5,0
British Airways,,,,5,5,0,10,yes,28th August 2014,British Airways customer review, (United Kingdom) ,,5,Economy Class,5,,5,0
British Airways,,,,2,4,0,8,yes,28th August 2014,British Airways customer review, (United Kingdom) ,,4,Economy Class,4,,4,0
British Airways,,,,1,4,0,9,yes,28th August 2014,British Airways customer review, (United Kingdom) ,,5,Economy Class,5,,5,0
British Airways,,,,3,4,0,8,yes,28th August 2014,British Airways customer review, (United Kingdom) ,,4,Business Class,5,,5,0
British Airways,,,,3,3,0,3,,28th August 2014,British Airways customer review, (United Kingdom) ,,2,Business Class,3,,1,0
British Airways,,,,2,1,0,4,,28th August 2014,British Airways customer review, (United Kingdom) ,,1,Economy Class,2,,1,0
British Airways,,,,4,4,0,9,yes,26th August 2014,British Airways customer review, (United Kingdom) ,,4,First Class,5,,5,0
British Airways,,,,2,4,0,7,yes,26th August 2014,British Airways customer review, (United Kingdom) ,,2,Business Class,4,,4,0
British Airways,,,,1,1,0,1,,26th August 2014,British Airways customer review, (United Kingdom) ,,2,Economy Class,1,,1,0
British Airways,,,,3,4,0,7,yes,26th August 2014,British Airways customer review, (Germany) ,,4,Business Class,4,,4,0
British Airways,,,,4,4,0,8,yes,26th August 2014,British Airways customer review, (Germany) ,,4,Business Class,5,,4,0
British Airways,,,,4,4,0,5,,26th August 2014,British Airways customer review, (Germany) ,,2,Business Class,4,,3,0
British Airways,,,,3,1,0,1,,26th August 2014,British Airways customer review, (Germany) ,,1,Premium Economy,1,,1,0
British Airways,,,,2,3,0,3,,20th August 2014,British Airways customer review, (Germany) ,,3,Business Class,5,,2,0
British Airways,,,,1,4,0,6,yes,20th August 2014,British Airways customer review, (Germany) ,,3,Business Class,3,,3,0
British Airways,,,,1,1,0,7,,20th August 2014,British Airways customer review, (Germany) ,,3,Economy Class,3,,2,0
British Airways,,,,4,5,0,10,yes,18th August 2014,British Airways customer review, (Germany) ,,5,Business Class,5,,4,0
British Airways,,,,5,3,0,2,,18th August 2014,British Airways customer review, (Germany) ,,2,Business Class,4,,2,0
British Airways,,,,3,4,0,8,yes,18th August 2014,British Airways customer review, (Germany) ,,4,Premium Economy,4,,3,0
British Airways,,,,3,1,0,3,,18th August 2014,British Airways customer review, (United Kingdom) ,,1,Business Class,5,,2,0
British Airways,,,,1,3,0,4,,13th August 2014,British Airways customer review, (United Kingdom) ,,3,Economy Class,3,,4,0
British Airways,,,,1,4,0,9,yes,13th August 2014,British Airways customer review, (United Kingdom) ,,4,Business Class,5,,5,0
British Airways,,,,4,4,0,8,yes,13th August 2014,British Airways customer review, (United Kingdom) ,,3,Economy Class,5,,3,0
British Airways,,,,4,3,0,8,yes,13th August 2014,British Airways customer review, (United Kingdom) ,,4,Business Class,3,,5,0
British Airways,,,,1,1,0,1,,13th August 2014,British Airways customer review, (United Kingdom) ,,1,Economy Class,1,,1,0
British Airways,,,,5,5,0,10,yes,13th August 2014,British Airways customer review, (United Kingdom) ,,5,Economy Class,5,,5,0
British Airways,,,,3,4,0,9,yes,13th August 2014,British Airways customer review, (United Kingdom) ,,4,First Class,5,,5,0
British Airways,,,,1,1,0,3,,11th August 2014,British Airways customer review, (United Kingdom) ,,2,Business Class,2,,2,0
British Airways,,,,5,5,0,9,yes,11th August 2014,British Airways customer review, (United Kingdom) ,,4,Economy Class,5,,5,0
British Airways,,,,1,4,0,10,yes,6th August 2014,British Airways customer review, (United Kingdom) ,,5,Economy Class,5,,5,0
British Airways,,,,1,1,0,1,,6th August 2014,British Airways customer review, (United Kingdom) ,,1,Economy Class,1,,1,0
British Airways,,,,1,3,0,6,yes,4th August 2014,British Airways customer review, (United Kingdom) ,,3,Business Class,3,,4,0
British Airways,,,,4,3,0,7,yes,2nd August 2014,British Airways customer review, (United Kingdom) ,,4,Business Class,4,,4,0
British Airways,,,,1,1,0,1,,2nd August 2014,British Airways customer review, (United Kingdom) ,,1,Business Class,1,,1,0
British Airways,,,,2,4,0,10,yes,2nd August 2014,British Airways customer review, (United Kingdom) ,,4,Business Class,5,,5,0
British Airways,,,,2,4,0,8,yes,2nd August 2014,British Airways customer review, (United Kingdom) ,,3,Economy Class,4,,5,0
British Airways,,,,4,4,0,8,yes,31st July 2014,British Airways customer review, (United Kingdom) ,,3,Business Class,5,,5,0
British Airways,,,,2,3,0,4,yes,31st July 2014,British Airways customer review, (United Kingdom) ,,4,Business Class,5,,5,0
British Airways,,,,1,1,0,,,31st July 2014,British Airways customer review, (United Kingdom) ,,1,Business Class,1,,1,0
British Airways,,,,4,2,0,5,,31st July 2014,British Airways customer review, (Netherlands) ,,3,Economy Class,2,,3,0
British Airways,,,,4,4,0,8,yes,31st July 2014,British Airways customer review, (Netherlands) ,,3,Business Class,5,,5,0
British Airways,,,,2,3,0,4,yes,31st July 2014,British Airways customer review, (Netherlands) ,,4,Business Class,5,,5,0
British Airways,,,,3,3,0,7,yes,29th July 2014,British Airways customer review, (Netherlands) ,,3,Economy Class,3,,4,0
British Airways,,,,5,5,0,10,yes,29th July 2014,British Airways customer review, (Netherlands) ,,5,Business Class,5,,5,0
British Airways,,,,4,4,0,9,yes,29th July 2014,British Airways customer review, (Netherlands) ,,4,Business Class,4,,4,0
British Airways,,,,4,4,0,9,yes,29th July 2014,British Airways customer review, (Netherlands) ,,5,Business Class,5,,5,0
British Airways,,,,1,1,0,3,,29th July 2014,British Airways customer review, (Netherlands) ,,4,Business Class,1,,1,0
British Airways,,,,4,3,0,4,,29th July 2014,British Airways customer review, (Netherlands) ,,2,Economy Class,1,,5,0
British Airways,,,,3,3,0,8,yes,29th July 2014,British Airways customer review, (Netherlands) ,,4,Economy Class,4,,4,0
British Airways,,,,4,4,0,9,yes,29th July 2014,British Airways customer review, (United Kingdom) ,,4,Business Class,4,,4,0
British Airways,,,,4,4,0,9,yes,29th July 2014,British Airways customer review, (United Kingdom) ,,5,Business Class,5,,5,0
British Airways,,,,1,1,0,3,,29th July 2014,British Airways customer review, (United Kingdom) ,,4,Business Class,1,,1,0
British Airways,,,,4,3,0,4,,29th July 2014,British Airways customer review, (United Kingdom) ,,2,Economy Class,1,,5,0
British Airways,,,,2,1,0,3,,27th July 2014,British Airways customer review, (United Kingdom) ,,1,Economy Class,1,,1,0
British Airways,,,,1,4,0,9,yes,27th July 2014,British Airways customer review, (United Kingdom) ,,4,Economy Class,5,,4,0
British Airways,,,,1,3,0,6,yes,27th July 2014,British Airways customer review, (United Kingdom) ,,4,Economy Class,5,,5,0
British Airways,,,,3,3,0,7,yes,25th July 2014,British Airways customer review, (United Kingdom) ,,3,First Class,5,,4,0
British Airways,,,,5,4,0,9,yes,22nd July 2014,British Airways customer review, (United Kingdom) ,,5,Premium Economy,5,,4,0
British Airways,,,,4,4,0,6,yes,22nd July 2014,British Airways customer review, (United Kingdom) ,,4,Business Class,3,,4,0
British Airways,,,,1,1,0,2,,22nd July 2014,British Airways customer review, (United Kingdom) ,,3,Business Class,1,,2,0
British Airways,,,,1,1,0,3,yes,22nd July 2014,British Airways customer review, (United Kingdom) ,,3,Business Class,1,,1,0
British Airways,,,,1,4,0,9,yes,22nd July 2014,British Airways customer review, (United Kingdom) ,,4,Economy Class,3,,5,0
British Airways,,,,3,4,0,8,yes,22nd July 2014,British Airways customer review, (United Kingdom) ,,4,Premium Economy,4,,4,0
British Airways,,,,3,3,0,7,yes,20th July 2014,British Airways customer review, (United Kingdom) ,,3,Economy Class,4,,3,0
British Airways,,,,5,4,0,8,yes,17th July 2014,British Airways customer review, (United Kingdom) ,,5,Economy Class,4,,5,0
British Airways,,,,4,5,0,10,yes,17th July 2014,British Airways customer review, (United Kingdom) ,,4,Economy Class,5,,5,0
British Airways,,,,1,1,0,3,,17th July 2014,British Airways customer review, (United Kingdom) ,,1,Business Class,1,,1,0
British Airways,,,,1,2,0,6,yes,15th July 2014,British Airways customer review, (United Kingdom) ,,3,Business Class,5,,3,0
British Airways,,,,1,4,0,8,yes,15th July 2014,British Airways customer review, (United Kingdom) ,,4,Economy Class,5,,3,0
British Airways,,,,1,4,0,8,yes,15th July 2014,British Airways customer review, (United Kingdom) ,,4,Economy Class,5,,3,0
British Airways,,,,5,4,0,9,yes,15th July 2014,British Airways customer review, (United Kingdom) ,,5,Premium Economy,4,,4,0
British Airways,,,,1,1,0,6,,15th July 2014,British Airways customer review, (United Kingdom) ,,3,Economy Class,1,,1,0
British Airways,,,,1,1,0,,,15th July 2014,British Airways customer review, (United Kingdom) ,,1,Economy Class,3,,1,0
British Airways,,,,4,5,0,10,yes,13th July 2014,British Airways customer review, (United Kingdom) ,,5,Premium Economy,5,,5,0
British Airways,,,,1,4,0,7,yes,12th July 2014,British Airways customer review, (United Kingdom) ,,3,Economy Class,3,,3,0
British Airways,,,,1,4,0,7,yes,12th July 2014,British Airways customer review, (United Kingdom) ,,4,Economy Class,5,,4,0
British Airways,,,,5,3,0,8,yes,8th July 2014,British Airways customer review, (United Kingdom) ,,5,Premium Economy,2,,5,0
British Airways,,,,5,4,0,7,yes,8th July 2014,British Airways customer review, (United Kingdom) ,,4,Economy Class,4,,4,0
British Airways,,,,2,2,0,5,,8th July 2014,British Airways customer review, (United Kingdom) ,,2,Premium Economy,2,,2,0
British Airways,,,,3,5,0,10,yes,8th July 2014,British Airways customer review, (United Kingdom) ,,5,First Class,5,,5,0
British Airways,,,,1,1,0,8,,8th July 2014,British Airways customer review, (United Kingdom) ,,5,First Class,5,,5,0
British Airways,,,,1,5,0,6,yes,6th July 2014,British Airways customer review, (United Kingdom) ,,4,Economy Class,3,,5,0
British Airways,,,,0,4,0,10,yes,6th July 2014,British Airways customer review, (United Kingdom) ,,5,First Class,5,,4,0
British Airways,,,,1,1,0,1,,6th July 2014,British Airways customer review, (United Kingdom) ,,1,Economy Class,1,,1,0
British Airways,,,,3,3,0,8,yes,6th July 2014,British Airways customer review, (United Kingdom) ,,4,Premium Economy,4,,3,0
British Airways,,,,5,4,0,9,yes,6th July 2014,British Airways customer review, (United Kingdom) ,,5,Business Class,5,,5,0
British Airways,,,,3,3,0,7,yes,6th July 2014,British Airways customer review, (United Kingdom) ,,3,Business Class,4,,4,0
British Airways,,,,3,3,0,5,yes,6th July 2014,British Airways customer review, (United Kingdom) ,,2,Business Class,3,,1,0
British Airways,,,,4,4,0,4,yes,6th July 2014,British Airways customer review, (United Kingdom) ,,4,Business Class,2,,3,0
British Airways,,,,0,4,0,10,yes,6th July 2014,British Airways customer review, (United Kingdom) ,,5,First Class,5,,4,0
British Airways,,,,1,1,0,1,,6th July 2014,British Airways customer review, (United Kingdom) ,,1,Economy Class,1,,1,0
British Airways,,,,3,4,0,7,yes,1st July 2014,British Airways customer review, (United Kingdom) ,,2,Economy Class,4,,4,0
British Airways,,,,2,3,0,7,,30th June 2014,British Airways customer review, (United Kingdom) ,,3,Business Class,4,,3,0
British Airways,,,,2,2,0,5,,30th June 2014,British Airways customer review, (United Kingdom) ,,3,First Class,4,,3,0
British Airways,,,,3,1,0,4,,30th June 2014,British Airways customer review, (United Kingdom) ,,4,Economy Class,3,,1,0
British Airways,,,,3,4,0,7,yes,30th June 2014,British Airways customer review, (United Kingdom) ,,4,Business Class,2,,5,0
